trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00000074,2024-09-24 06:12:50,TDB_CUST_1608486,AAPL,BUY,653,462.96
TDB_00000075,2024-09-21 17:34:10,TDB_CUST_1956588,JPM,SELL,884,35.61
TDB_00000076,2024-09-21 11:22:14,TDB_CUST_9882328,NVDA,SELL,21,1364.64
TDB_00000077,2024-09-19 08:21:40,TDB_CUST_5061423,MSFT,SELL,912,1089.6
TDB_00000078,2024-09-19 02:12:35,TDB_CUST_3894484,NFLX,BUY,640,1115.73
TDB_00000079,2024-09-23 01:49:09,TDB_CUST_1041877,GOOGL,BUY,861,126.17
TDB_00000080,2024-09-25 14:02:58,TDB_CUST_2661245,MSFT,SELL,497,470.02
TDB_00000081,2024-09-24 14:42:29,TDB_CUST_7815716,FB,SELL,863,722.89
TDB_00000082,2024-09-25 04:21:02,TDB_CUST_9956512,GOOGL,SELL,840,593.77
TDB_00000083,2024-09-19 11:01:46,TDB_CUST_5614605,NVDA,BUY,856,313.77
TDB_00000084,2024-09-23 13:23:51,TDB_CUST_2460483,FB,BUY,564,331.09
TDB_00000085,2024-09-19 11:40:06,TDB_CUST_2444282,NVDA,SELL,249,494.3
TDB_00000086,2024-09-25 13:22:46,TDB_CUST_4875366,MSFT,BUY,516,1461.72
TDB_00000087,2024-09-24 22:58:01,TDB_CUST_3570225,MSFT,BUY,140,1346.83
TDB_00000088,2024-09-21 02:16:25,TDB_CUST_5950831,NVDA,SELL,170,624.66
TDB_00000089,2024-09-24 05:20:56,TDB_CUST_7527444,NFLX,SELL,368,705.26
TDB_00000090,2024-09-25 06:22:08,TDB_CUST_4023335,NFLX,SELL,717,250.37
TDB_00000091,2024-09-22 16:08:21,TDB_CUST_6010256,V,SELL,681,1296.02
TDB_00000092,2024-09-24 00:49:11,TDB_CUST_5249600,JPM,SELL,4,419.06
TDB_00000093,2024-09-24 05:44:26,TDB_CUST_2257097,FB,BUY,909,812.68
TDB_00000094,2024-09-19 02:56:11,TDB_CUST_7702938,V,BUY,981,319.94
TDB_00000095,2024-09-20 09:00:18,TDB_CUST_2480950,V,SELL,845,1404.9
TDB_00000096,2024-09-19 21:56:42,TDB_CUST_9651296,FB,SELL,408,447.22
TDB_00000097,2024-09-21 23:48:12,TDB_CUST_6898532,JPM,SELL,692,1094.36
TDB_00000098,2024-09-21 15:19:48,TDB_CUST_9181986,GOOGL,SELL,630,910.55
TDB_00000099,2024-09-19 10:29:19,TDB_CUST_4811157,JPM,BUY,119,613.49
