Error inserting trade: Trade ID: 2, Trade Identifier: TDB_195199, Ticker Symbol: SPOT, Quantity: 350, Price: 2735.94, Trade Date: 2024-01-06
Error inserting trade: Trade ID: 49, Trade Identifier: TDB_179741, Ticker Symbol: LYFT, Quantity: 117, Price: 1706.54, Trade Date: 2024-03-07
Error inserting trade: Trade ID: 51, Trade Identifier: TDB_143927, Ticker Symbol: BA, Quantity: 327, Price: 698.31, Trade Date: 2024-11-15
Error inserting trade: Trade ID: 52, Trade Identifier: TDB_134479, Ticker Symbol: COIN, Quantity: 442, Price: 2935.35, Trade Date: 2024-03-24
Error inserting trade: Trade ID: 54, Trade Identifier: TDB_147942, Ticker Symbol: ABNB, Quantity: 31, Price: 1932.2, Trade Date: 2024-03-13
Error inserting trade: Trade ID: 56, Trade Identifier: TDB_133678, Ticker Symbol: BABA, Quantity: 333, Price: 2510.89, Trade Date: 2024-12-06
Error inserting trade: Trade ID: 59, Trade Identifier: TDB_207241, Ticker Symbol: BABA, Quantity: 261, Price: 749.68, Trade Date: 2024-08-25
Error inserting trade: Trade ID: 61, Trade Identifier: TDB_140524, Ticker Symbol: CMCSA, Quantity: 450, Price: 2617.64, Trade Date: 2024-04-06
Error inserting trade: Trade ID: 63, Trade Identifier: TDB_171046, Ticker Symbol: TWTR, Quantity: 17, Price: 1590.5, Trade Date: 2024-06-27
Error inserting trade: Trade ID: 66, Trade Identifier: TDB_205722, Ticker Symbol: TEAM, Quantity: 266, Price: 235.92, Trade Date: 2024-05-20
Error inserting trade: Trade ID: 67, Trade Identifier: TDB_188392, Ticker Symbol: HOOD, Quantity: 30, Price: 2026.97, Trade Date: 2024-03-08
Error inserting trade: Trade ID: 68, Trade Identifier: TDB_131268, Ticker Symbol: MRNA, Quantity: 300, Price: 1824.57, Trade Date: 2024-06-29
Error inserting trade: Trade ID: 70, Trade Identifier: TDB_208370, Ticker Symbol: BABA, Quantity: 182, Price: 2311.54, Trade Date: 2024-12-06
Error inserting trade: Trade ID: 72, Trade Identifier: TDB_187141, Ticker Symbol: TEAM, Quantity: 262, Price: 1476.04, Trade Date: 2024-05-21
Error inserting trade: Trade ID: 76, Trade Identifier: TDB_214455, Ticker Symbol: BABA, Quantity: 33, Price: 707.79, Trade Date: 2024-03-08
Error inserting trade: Trade ID: 78, Trade Identifier: TDB_217201, Ticker Symbol: ROKU, Quantity: 95, Price: 1521.74, Trade Date: 2024-04-25
Error inserting trade: Trade ID: 79, Trade Identifier: TDB_231854, Ticker Symbol: FVRR, Quantity: 203, Price: 895.87, Trade Date: 2024-03-25
Error inserting trade: Trade ID: 82, Trade Identifier: TDB_215504, Ticker Symbol: NVCR, Quantity: 499, Price: 701.86, Trade Date: 2024-05-17
Error inserting trade: Trade ID: 87, Trade Identifier: TDB_124529, Ticker Symbol: SQ, Quantity: 389, Price: 320.97, Trade Date: 2024-05-08
Error inserting trade: Trade ID: 88, Trade Identifier: TDB_227354, Ticker Symbol: DOCU, Quantity: 435, Price: 1563.51, Trade Date: 2024-03-15
Error inserting trade: Trade ID: 89, Trade Identifier: TDB_197877, Ticker Symbol: FSLY, Quantity: 332, Price: 1535.95, Trade Date: 2024-10-11
Error inserting trade: Trade ID: 91, Trade Identifier: TDB_170840, Ticker Symbol: NVCR, Quantity: 45, Price: 555.97, Trade Date: 2024-02-01
Error inserting trade: Trade ID: 93, Trade Identifier: TDB_232613, Ticker Symbol: COIN, Quantity: 102, Price: 192.15, Trade Date: 2024-03-21
Error inserting trade: Trade ID: 96, Trade Identifier: TDB_185704, Ticker Symbol: SBUX, Quantity: 214, Price: 774.68, Trade Date: 2024-09-11
Error inserting trade: Trade ID: 98, Trade Identifier: TDB_145929, Ticker Symbol: SQ, Quantity: 3, Price: 196.66, Trade Date: 2024-01-08
Error inserting trade: Trade ID: 99, Trade Identifier: TDB_129297, Ticker Symbol: SQ, Quantity: 77, Price: 2320.18, Trade Date: 2024-07-27
Error inserting trade: Trade ID: 100, Trade Identifier: TDB_124251, Ticker Symbol: NVCR, Quantity: 330, Price: 1792.02, Trade Date: 2024-11-23
Error inserting trade: Trade ID: 103, Trade Identifier: TDB_127479, Ticker Symbol: TSM, Quantity: 474, Price: 2378.88, Trade Date: 2024-03-18
Error inserting trade: Trade ID: 105, Trade Identifier: TDB_179718, Ticker Symbol: SNAP, Quantity: 318, Price: 958.87, Trade Date: 2024-10-08
Error inserting trade: Trade ID: 107, Trade Identifier: TDB_189344, Ticker Symbol: NET, Quantity: 465, Price: 501.67, Trade Date: 2024-09-26
Error inserting trade: Trade ID: 108, Trade Identifier: TDB_136573, Ticker Symbol: PLTR, Quantity: 472, Price: 455.53, Trade Date: 2024-07-14
Error inserting trade: Trade ID: 109, Trade Identifier: TDB_178728, Ticker Symbol: MRNA, Quantity: 64, Price: 2573.81, Trade Date: 2024-09-30
Error inserting trade: Trade ID: 110, Trade Identifier: TDB_194090, Ticker Symbol: UBER, Quantity: 356, Price: 1838.47, Trade Date: 2024-05-10
Error inserting trade: Trade ID: 114, Trade Identifier: TDB_196184, Ticker Symbol: NET, Quantity: 367, Price: 2035.55, Trade Date: 2024-01-16
Error inserting trade: Trade ID: 116, Trade Identifier: TDB_222471, Ticker Symbol: QCOM, Quantity: 365, Price: 2949.37, Trade Date: 2024-06-21
Error inserting trade: Trade ID: 118, Trade Identifier: TDB_207252, Ticker Symbol: LYFT, Quantity: 206, Price: 1712.9, Trade Date: 2024-10-12
Error inserting trade: Trade ID: 120, Trade Identifier: TDB_231382, Ticker Symbol: COIN, Quantity: 195, Price: 2993.66, Trade Date: 2024-06-17
Error inserting trade: Trade ID: 121, Trade Identifier: TDB_198809, Ticker Symbol: FSLY, Quantity: 458, Price: 1110.36, Trade Date: 2024-10-07
Error inserting trade: Trade ID: 123, Trade Identifier: TDB_157768, Ticker Symbol: AMD, Quantity: 393, Price: 2311.38, Trade Date: 2024-06-14
Error inserting trade: Trade ID: 125, Trade Identifier: TDB_209560, Ticker Symbol: ABNB, Quantity: 146, Price: 1676.03, Trade Date: 2024-05-02
Error inserting trade: Trade ID: 127, Trade Identifier: TDB_213554, Ticker Symbol: HOOD, Quantity: 441, Price: 2351.3, Trade Date: 2024-12-04
Error inserting trade: Trade ID: 128, Trade Identifier: TDB_143102, Ticker Symbol: TWLO, Quantity: 481, Price: 1439.44, Trade Date: 2024-07-13
Error inserting trade: Trade ID: 129, Trade Identifier: TDB_155087, Ticker Symbol: WBA, Quantity: 489, Price: 46.59, Trade Date: 2024-08-08
Error inserting trade: Trade ID: 136, Trade Identifier: TDB_172169, Ticker Symbol: MRNA, Quantity: 420, Price: 1138.16, Trade Date: 2024-08-12
Error inserting trade: Trade ID: 137, Trade Identifier: TDB_197052, Ticker Symbol: ZM, Quantity: 428, Price: 2337.92, Trade Date: 2024-05-04
Error inserting trade: Trade ID: 138, Trade Identifier: TDB_143883, Ticker Symbol: SBUX, Quantity: 448, Price: 1443.52, Trade Date: 2024-09-27
Error inserting trade: Trade ID: 139, Trade Identifier: TDB_176604, Ticker Symbol: HOOD, Quantity: 108, Price: 2386.3, Trade Date: 2024-05-08
Error inserting trade: Trade ID: 147, Trade Identifier: TDB_143119, Ticker Symbol: TWLO, Quantity: 68, Price: 1512.94, Trade Date: 2024-01-22
Error inserting trade: Trade ID: 151, Trade Identifier: TDB_157408, Ticker Symbol: ETSY, Quantity: 374, Price: 2858.28, Trade Date: 2024-01-14
Error inserting trade: Trade ID: 154, Trade Identifier: TDB_217394, Ticker Symbol: PLTR, Quantity: 11, Price: 364.19, Trade Date: 2024-12-07
Error inserting trade: Trade ID: 155, Trade Identifier: TDB_206865, Ticker Symbol: SNAP, Quantity: 218, Price: 1768.04, Trade Date: 2024-01-01
Error inserting trade: Trade ID: 156, Trade Identifier: TDB_197356, Ticker Symbol: TWTR, Quantity: 129, Price: 1468.02, Trade Date: 2024-02-05
Error inserting trade: Trade ID: 157, Trade Identifier: TDB_170975, Ticker Symbol: PLTR, Quantity: 430, Price: 629.22, Trade Date: 2024-09-25
Error inserting trade: Trade ID: 159, Trade Identifier: TDB_145937, Ticker Symbol: ABNB, Quantity: 327, Price: 2682.95, Trade Date: 2024-04-05
Error inserting trade: Trade ID: 162, Trade Identifier: TDB_178898, Ticker Symbol: NET, Quantity: 476, Price: 145.82, Trade Date: 2024-05-01
Error inserting trade: Trade ID: 163, Trade Identifier: TDB_229597, Ticker Symbol: ROKU, Quantity: 18, Price: 1861.26, Trade Date: 2024-05-08
Error inserting trade: Trade ID: 164, Trade Identifier: TDB_175908, Ticker Symbol: ABNB, Quantity: 248, Price: 2421.75, Trade Date: 2024-01-27
Error inserting trade: Trade ID: 167, Trade Identifier: TDB_134796, Ticker Symbol: FVRR, Quantity: 483, Price: 1228.86, Trade Date: 2024-02-01
Error inserting trade: Trade ID: 168, Trade Identifier: TDB_154884, Ticker Symbol: SNAP, Quantity: 483, Price: 1313.06, Trade Date: 2024-05-25
Error inserting trade: Trade ID: 169, Trade Identifier: TDB_187058, Ticker Symbol: HOOD, Quantity: 90, Price: 2391.72, Trade Date: 2024-02-06
Error inserting trade: Trade ID: 170, Trade Identifier: TDB_126330, Ticker Symbol: ZM, Quantity: 57, Price: 1719.51, Trade Date: 2024-02-09
Error inserting trade: Trade ID: 171, Trade Identifier: TDB_125817, Ticker Symbol: COIN, Quantity: 486, Price: 854.75, Trade Date: 2024-12-29
Error inserting trade: Trade ID: 173, Trade Identifier: TDB_235589, Ticker Symbol: WBA, Quantity: 114, Price: 2995.35, Trade Date: 2024-12-19
Error inserting trade: Trade ID: 175, Trade Identifier: TDB_173069, Ticker Symbol: AMD, Quantity: 468, Price: 2652.01, Trade Date: 2024-05-13
Error inserting trade: Trade ID: 177, Trade Identifier: TDB_141199, Ticker Symbol: TWLO, Quantity: 52, Price: 1709.02, Trade Date: 2024-10-07
Error inserting trade: Trade ID: 178, Trade Identifier: TDB_224271, Ticker Symbol: WBA, Quantity: 162, Price: 1811.52, Trade Date: 2024-11-17
Error inserting trade: Trade ID: 180, Trade Identifier: TDB_233971, Ticker Symbol: QCOM, Quantity: 84, Price: 1317.05, Trade Date: 2024-04-28
Error inserting trade: Trade ID: 181, Trade Identifier: TDB_140003, Ticker Symbol: NET, Quantity: 329, Price: 1148.1, Trade Date: 2024-12-13
Error inserting trade: Trade ID: 186, Trade Identifier: TDB_234291, Ticker Symbol: COIN, Quantity: 453, Price: 1094.39, Trade Date: 2024-12-16
Error inserting trade: Trade ID: 188, Trade Identifier: TDB_129609, Ticker Symbol: SNAP, Quantity: 209, Price: 585.82, Trade Date: 2024-03-04
Error inserting trade: Trade ID: 190, Trade Identifier: TDB_233057, Ticker Symbol: TWLO, Quantity: 200, Price: 2846.56, Trade Date: 2024-11-19
Error inserting trade: Trade ID: 191, Trade Identifier: TDB_221918, Ticker Symbol: TSM, Quantity: 301, Price: 2818.48, Trade Date: 2024-11-03
Error inserting trade: Trade ID: 193, Trade Identifier: TDB_215967, Ticker Symbol: DOCU, Quantity: 91, Price: 555.03, Trade Date: 2024-04-01
Error inserting trade: Trade ID: 195, Trade Identifier: TDB_229441, Ticker Symbol: TEAM, Quantity: 278, Price: 1221.55, Trade Date: 2024-12-23
Error inserting trade: Trade ID: 197, Trade Identifier: TDB_145748, Ticker Symbol: Z, Quantity: 314, Price: 1146.87, Trade Date: 2024-01-08
Error inserting trade: Trade ID: 201, Trade Identifier: TDB_156614, Ticker Symbol: CMCSA, Quantity: 267, Price: 2220.51, Trade Date: 2024-04-25
Error inserting trade: Trade ID: 204, Trade Identifier: TDB_214305, Ticker Symbol: ETSY, Quantity: 374, Price: 2497.33, Trade Date: 2024-12-03
Error inserting trade: Trade ID: 205, Trade Identifier: TDB_142133, Ticker Symbol: PLTR, Quantity: 443, Price: 154.18, Trade Date: 2024-06-28
Error inserting trade: Trade ID: 206, Trade Identifier: TDB_203468, Ticker Symbol: QCOM, Quantity: 130, Price: 2906.77, Trade Date: 2024-05-12
Error inserting trade: Trade ID: 208, Trade Identifier: TDB_163931, Ticker Symbol: MRNA, Quantity: 202, Price: 228.06, Trade Date: 2024-08-27
Error inserting trade: Trade ID: 209, Trade Identifier: TDB_204217, Ticker Symbol: WBA, Quantity: 268, Price: 757.5, Trade Date: 2024-01-13
Error inserting trade: Trade ID: 211, Trade Identifier: TDB_139457, Ticker Symbol: TWLO, Quantity: 356, Price: 1564.84, Trade Date: 2024-03-05
Error inserting trade: Trade ID: 215, Trade Identifier: TDB_129107, Ticker Symbol: BIDU, Quantity: 62, Price: 626.66, Trade Date: 2024-12-14
Error inserting trade: Trade ID: 216, Trade Identifier: TDB_146162, Ticker Symbol: MRNA, Quantity: 482, Price: 201.23, Trade Date: 2024-02-12
Error inserting trade: Trade ID: 217, Trade Identifier: TDB_177141, Ticker Symbol: FSLY, Quantity: 8, Price: 2119.12, Trade Date: 2024-08-04
Error inserting trade: Trade ID: 218, Trade Identifier: TDB_200230, Ticker Symbol: LYFT, Quantity: 145, Price: 77.9, Trade Date: 2024-01-06
Error inserting trade: Trade ID: 220, Trade Identifier: TDB_123713, Ticker Symbol: SQ, Quantity: 18, Price: 535.94, Trade Date: 2024-10-12
Error inserting trade: Trade ID: 223, Trade Identifier: TDB_137018, Ticker Symbol: NKE, Quantity: 65, Price: 1617.59, Trade Date: 2024-03-08
Error inserting trade: Trade ID: 225, Trade Identifier: TDB_224111, Ticker Symbol: TWTR, Quantity: 434, Price: 1647.57, Trade Date: 2024-01-20
Error inserting trade: Trade ID: 226, Trade Identifier: TDB_188515, Ticker Symbol: DOCU, Quantity: 37, Price: 991.4, Trade Date: 2024-07-16
Error inserting trade: Trade ID: 227, Trade Identifier: TDB_177433, Ticker Symbol: RBLX, Quantity: 133, Price: 1791.3, Trade Date: 2024-05-13
Error inserting trade: Trade ID: 228, Trade Identifier: TDB_179548, Ticker Symbol: HOOD, Quantity: 294, Price: 964.47, Trade Date: 2024-12-17
Error inserting trade: Trade ID: 230, Trade Identifier: TDB_148251, Ticker Symbol: HOOD, Quantity: 81, Price: 2798.56, Trade Date: 2024-05-07
Error inserting trade: Trade ID: 235, Trade Identifier: TDB_214326, Ticker Symbol: NET, Quantity: 416, Price: 256.37, Trade Date: 2024-08-22
Error inserting trade: Trade ID: 236, Trade Identifier: TDB_150054, Ticker Symbol: BABA, Quantity: 365, Price: 1181.79, Trade Date: 2024-09-04
Error inserting trade: Trade ID: 237, Trade Identifier: TDB_217760, Ticker Symbol: SQ, Quantity: 487, Price: 2563.57, Trade Date: 2024-08-21
Error inserting trade: Trade ID: 238, Trade Identifier: TDB_233946, Ticker Symbol: NKE, Quantity: 9, Price: 137.0, Trade Date: 2024-02-26
Error inserting trade: Trade ID: 239, Trade Identifier: TDB_194388, Ticker Symbol: SHOP, Quantity: 124, Price: 412.23, Trade Date: 2024-05-11
Error inserting trade: Trade ID: 241, Trade Identifier: TDB_157882, Ticker Symbol: BIDU, Quantity: 269, Price: 2203.67, Trade Date: 2024-04-14
Error inserting trade: Trade ID: 242, Trade Identifier: TDB_135736, Ticker Symbol: UBER, Quantity: 184, Price: 339.33, Trade Date: 2024-02-09
Error inserting trade: Trade ID: 243, Trade Identifier: TDB_156300, Ticker Symbol: PLTR, Quantity: 414, Price: 592.0, Trade Date: 2024-04-27
Error inserting trade: Trade ID: 245, Trade Identifier: TDB_181550, Ticker Symbol: LYFT, Quantity: 193, Price: 1492.17, Trade Date: 2024-02-23
Error inserting trade: Trade ID: 249, Trade Identifier: TDB_128558, Ticker Symbol: SBUX, Quantity: 495, Price: 2722.5, Trade Date: 2024-09-28
Error inserting trade: Trade ID: 250, Trade Identifier: TDB_181531, Ticker Symbol: TWTR, Quantity: 261, Price: 1070.21, Trade Date: 2024-11-12
Error inserting trade: Trade ID: 251, Trade Identifier: TDB_132531, Ticker Symbol: NET, Quantity: 13, Price: 1652.52, Trade Date: 2024-08-24
Error inserting trade: Trade ID: 252, Trade Identifier: TDB_170521, Ticker Symbol: BIDU, Quantity: 471, Price: 459.83, Trade Date: 2024-09-27
Error inserting trade: Trade ID: 253, Trade Identifier: TDB_126740, Ticker Symbol: NVCR, Quantity: 329, Price: 1023.44, Trade Date: 2024-04-21
Error inserting trade: Trade ID: 254, Trade Identifier: TDB_202542, Ticker Symbol: FVRR, Quantity: 172, Price: 2870.19, Trade Date: 2024-09-05
Error inserting trade: Trade ID: 255, Trade Identifier: TDB_137842, Ticker Symbol: UBER, Quantity: 431, Price: 2738.66, Trade Date: 2024-05-15
Error inserting trade: Trade ID: 258, Trade Identifier: TDB_167034, Ticker Symbol: SNAP, Quantity: 177, Price: 965.37, Trade Date: 2024-03-06
Error inserting trade: Trade ID: 259, Trade Identifier: TDB_146484, Ticker Symbol: SHOP, Quantity: 84, Price: 2745.52, Trade Date: 2024-01-09
Error inserting trade: Trade ID: 260, Trade Identifier: TDB_155694, Ticker Symbol: QCOM, Quantity: 46, Price: 2566.32, Trade Date: 2024-10-24
Error inserting trade: Trade ID: 261, Trade Identifier: TDB_212559, Ticker Symbol: FSLY, Quantity: 87, Price: 1169.91, Trade Date: 2024-08-31
Error inserting trade: Trade ID: 262, Trade Identifier: TDB_196266, Ticker Symbol: ROKU, Quantity: 311, Price: 2866.63, Trade Date: 2024-12-30
Error inserting trade: Trade ID: 263, Trade Identifier: TDB_195190, Ticker Symbol: ABNB, Quantity: 458, Price: 1314.04, Trade Date: 2024-11-27
Error inserting trade: Trade ID: 264, Trade Identifier: TDB_179496, Ticker Symbol: UBER, Quantity: 357, Price: 551.14, Trade Date: 2024-03-06
Error inserting trade: Trade ID: 266, Trade Identifier: TDB_225180, Ticker Symbol: AMD, Quantity: 292, Price: 1208.11, Trade Date: 2024-11-30
Error inserting trade: Trade ID: 268, Trade Identifier: TDB_223199, Ticker Symbol: Z, Quantity: 138, Price: 2436.74, Trade Date: 2024-03-28
Error inserting trade: Trade ID: 273, Trade Identifier: TDB_131322, Ticker Symbol: TEAM, Quantity: 274, Price: 367.2, Trade Date: 2024-04-07
Error inserting trade: Trade ID: 274, Trade Identifier: TDB_163482, Ticker Symbol: TEAM, Quantity: 196, Price: 2436.85, Trade Date: 2024-03-28
Error inserting trade: Trade ID: 275, Trade Identifier: TDB_155601, Ticker Symbol: RBLX, Quantity: 130, Price: 364.19, Trade Date: 2024-07-27
Error inserting trade: Trade ID: 276, Trade Identifier: TDB_216932, Ticker Symbol: TWLO, Quantity: 395, Price: 633.44, Trade Date: 2024-03-04
Error inserting trade: Trade ID: 278, Trade Identifier: TDB_171339, Ticker Symbol: HOOD, Quantity: 55, Price: 58.52, Trade Date: 2024-08-19
Error inserting trade: Trade ID: 280, Trade Identifier: TDB_184975, Ticker Symbol: SBUX, Quantity: 143, Price: 1705.9, Trade Date: 2024-04-19
Error inserting trade: Trade ID: 281, Trade Identifier: TDB_156050, Ticker Symbol: WBA, Quantity: 317, Price: 1949.19, Trade Date: 2024-04-02
Error inserting trade: Trade ID: 282, Trade Identifier: TDB_125914, Ticker Symbol: WBA, Quantity: 103, Price: 1475.4, Trade Date: 2024-04-11
Error inserting trade: Trade ID: 283, Trade Identifier: TDB_160684, Ticker Symbol: BA, Quantity: 74, Price: 2173.39, Trade Date: 2024-06-06
Error inserting trade: Trade ID: 285, Trade Identifier: TDB_213395, Ticker Symbol: TEAM, Quantity: 172, Price: 540.83, Trade Date: 2024-02-01
Error inserting trade: Trade ID: 287, Trade Identifier: TDB_141144, Ticker Symbol: TEAM, Quantity: 203, Price: 1430.92, Trade Date: 2024-05-02
Error inserting trade: Trade ID: 289, Trade Identifier: TDB_202345, Ticker Symbol: FVRR, Quantity: 138, Price: 2849.64, Trade Date: 2024-12-03
Error inserting trade: Trade ID: 290, Trade Identifier: TDB_190914, Ticker Symbol: AMD, Quantity: 404, Price: 1510.36, Trade Date: 2024-06-02
Error inserting trade: Trade ID: 291, Trade Identifier: TDB_192031, Ticker Symbol: LYFT, Quantity: 487, Price: 2864.71, Trade Date: 2024-12-24
Error inserting trade: Trade ID: 293, Trade Identifier: TDB_213367, Ticker Symbol: NVCR, Quantity: 484, Price: 690.11, Trade Date: 2024-12-04
Error inserting trade: Trade ID: 295, Trade Identifier: TDB_137128, Ticker Symbol: RBLX, Quantity: 206, Price: 237.35, Trade Date: 2024-06-27
Error inserting trade: Trade ID: 297, Trade Identifier: TDB_222690, Ticker Symbol: PLTR, Quantity: 437, Price: 1448.77, Trade Date: 2024-10-23
Error inserting trade: Trade ID: 298, Trade Identifier: TDB_130126, Ticker Symbol: BA, Quantity: 5, Price: 503.74, Trade Date: 2024-09-18
Error inserting trade: Trade ID: 299, Trade Identifier: TDB_188982, Ticker Symbol: BA, Quantity: 342, Price: 653.87, Trade Date: 2024-08-08
Error inserting trade: Trade ID: 301, Trade Identifier: TDB_232492, Ticker Symbol: WBA, Quantity: 495, Price: 68.94, Trade Date: 2024-10-06
Error inserting trade: Trade ID: 302, Trade Identifier: TDB_214046, Ticker Symbol: ETSY, Quantity: 100, Price: 285.19, Trade Date: 2024-10-13
Error inserting trade: Trade ID: 305, Trade Identifier: TDB_162606, Ticker Symbol: AMD, Quantity: 431, Price: 1081.63, Trade Date: 2024-11-03
Error inserting trade: Trade ID: 308, Trade Identifier: TDB_221359, Ticker Symbol: SHOP, Quantity: 425, Price: 276.42, Trade Date: 2024-03-09
Error inserting trade: Trade ID: 312, Trade Identifier: TDB_135288, Ticker Symbol: NKE, Quantity: 182, Price: 1548.46, Trade Date: 2024-01-15
Error inserting trade: Trade ID: 313, Trade Identifier: TDB_182458, Ticker Symbol: FSLY, Quantity: 405, Price: 1002.36, Trade Date: 2024-11-23
Error inserting trade: Trade ID: 314, Trade Identifier: TDB_134212, Ticker Symbol: UBER, Quantity: 181, Price: 2884.22, Trade Date: 2024-08-17
Error inserting trade: Trade ID: 315, Trade Identifier: TDB_160679, Ticker Symbol: WBA, Quantity: 263, Price: 184.41, Trade Date: 2024-12-19
Error inserting trade: Trade ID: 319, Trade Identifier: TDB_194928, Ticker Symbol: SBUX, Quantity: 347, Price: 2307.54, Trade Date: 2024-09-07
Error inserting trade: Trade ID: 321, Trade Identifier: TDB_224251, Ticker Symbol: COIN, Quantity: 335, Price: 1690.42, Trade Date: 2024-03-05
Error inserting trade: Trade ID: 322, Trade Identifier: TDB_142699, Ticker Symbol: FSLY, Quantity: 204, Price: 1664.9, Trade Date: 2024-09-16
Error inserting trade: Trade ID: 323, Trade Identifier: TDB_142172, Ticker Symbol: TWTR, Quantity: 246, Price: 1900.56, Trade Date: 2024-08-06
Error inserting trade: Trade ID: 325, Trade Identifier: TDB_151747, Ticker Symbol: COIN, Quantity: 451, Price: 1558.39, Trade Date: 2024-10-30
Error inserting trade: Trade ID: 329, Trade Identifier: TDB_158922, Ticker Symbol: SQ, Quantity: 131, Price: 1782.19, Trade Date: 2024-07-13
Error inserting trade: Trade ID: 330, Trade Identifier: TDB_164617, Ticker Symbol: TEAM, Quantity: 134, Price: 1931.45, Trade Date: 2024-12-14
Error inserting trade: Trade ID: 333, Trade Identifier: TDB_189212, Ticker Symbol: CMCSA, Quantity: 299, Price: 1280.81, Trade Date: 2024-11-06
Error inserting trade: Trade ID: 334, Trade Identifier: TDB_221189, Ticker Symbol: BA, Quantity: 339, Price: 545.69, Trade Date: 2024-08-21
