[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 1 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T20:30:28.872424
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-22T20:32:47.753324
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T20:32:47.802911
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T20:32:47.803064
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T20:32:47.821159
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T20:32:47.821309
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-22T21:43:45.109827
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-22T21:43:45.112304
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T21:43:45.166316
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T21:43:45.166452
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T21:43:45.183896
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T21:43:45.184069
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-22T21:44:24.547956
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-22T21:44:24.550405
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T21:44:24.609046
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T21:44:24.609224
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T21:44:24.628684
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T21:44:24.628852
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-22T21:45:43.090095
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-22T21:45:43.092392
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T21:45:43.140771
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T21:45:43.140923
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T21:45:43.158372
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-22T21:45:43.158515
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:34:02.361989
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:34:02.399017
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:34:03.123130
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:34:03.124124
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:34:03.655457
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:34:03.669417
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:34:27.232294
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:34:27.378491
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:34:28.138152
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:34:28.139890
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:34:28.435188
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:34:28.436126
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:34:52.947936
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:34:52.978787
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:34:53.816554
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:34:53.819179
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:34:54.119461
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:34:54.120682
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:35:18.952987
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:35:18.956424
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:35:19.011042
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:35:19.011237
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:35:19.030204
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:35:19.030419
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:39:32.420700
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:39:32.435493
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:39:33.481101
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:39:33.481568
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:39:33.660268
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:39:33.661927
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:39:44.496403
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:39:44.515887
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:39:45.478415
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:39:45.485776
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:39:45.754752
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:39:45.755827
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:40:00.814999
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T08:40:00.888270
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:40:02.507167
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:40:02.508182
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:40:02.867951
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:40:02.880639
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 7 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:40:10.421333
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 7 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:40:10.426892
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 8 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:40:10.490289
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 8 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T08:40:10.491132
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T11:22:21.085496
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T11:22:21.088066
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T11:22:21.140621
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T11:22:21.140796
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T11:22:21.159532
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T11:22:21.159682
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T11:23:05.958450
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-23T11:23:05.960758
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T11:23:06.014934
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T11:23:06.015081
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T11:23:06.033641
[ERROR]: JDBC.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-23T11:23:06.033821
