
Invalid Ticker symbol :- trade_id: 2, trade_identifier: TDB_195199, ticker_symbol: SPOT, quantity: 350, price: 2735.94, trade_date: 2024-01-06
Invalid Ticker symbol :- trade_id: 42, trade_identifier: TDB_229197, ticker_symbol: TSM, quantity: 500, price: 124.7, trade_date: 2024-09-19
Invalid Ticker symbol :- trade_id: 44, trade_identifier: TDB_227909, ticker_symbol: TWTR, quantity: 42, price: 747.07, trade_date: 2024-07-16
Invalid Ticker symbol :- trade_id: 47, trade_identifier: TDB_131233, ticker_symbol: BABA, quantity: 271, price: 1786.21, trade_date: 2024-05-05
Invalid Ticker symbol :- trade_id: 48, trade_identifier: TDB_210078, ticker_symbol: Z, quantity: 362, price: 2032.12, trade_date: 2024-08-03
Invalid Ticker symbol :- trade_id: 49, trade_identifier: TDB_179741, ticker_symbol: LYFT, quantity: 117, price: 1706.54, trade_date: 2024-03-07
Invalid Ticker symbol :- trade_id: 51, trade_identifier: TDB_143927, ticker_symbol: BA, quantity: 327, price: 698.31, trade_date: 2024-11-15
Invalid Ticker symbol :- trade_id: 52, trade_identifier: TDB_134479, ticker_symbol: COIN, quantity: 442, price: 2935.35, trade_date: 2024-03-24
Invalid Ticker symbol :- trade_id: 54, trade_identifier: TDB_147942, ticker_symbol: ABNB, quantity: 31, price: 1932.2, trade_date: 2024-03-13
Invalid Ticker symbol :- trade_id: 56, trade_identifier: TDB_133678, ticker_symbol: BABA, quantity: 333, price: 2510.89, trade_date: 2024-12-06
Invalid Ticker symbol :- trade_id: 59, trade_identifier: TDB_207241, ticker_symbol: BABA, quantity: 261, price: 749.68, trade_date: 2024-08-25
Invalid Ticker symbol :- trade_id: 61, trade_identifier: TDB_140524, ticker_symbol: CMCSA, quantity: 450, price: 2617.64, trade_date: 2024-04-06
Invalid Ticker symbol :- trade_id: 63, trade_identifier: TDB_171046, ticker_symbol: TWTR, quantity: 17, price: 1590.5, trade_date: 2024-06-27
Invalid Ticker symbol :- trade_id: 66, trade_identifier: TDB_205722, ticker_symbol: TEAM, quantity: 266, price: 235.92, trade_date: 2024-05-20
Invalid Ticker symbol :- trade_id: 67, trade_identifier: TDB_188392, ticker_symbol: HOOD, quantity: 30, price: 2026.97, trade_date: 2024-03-08
Invalid Ticker symbol :- trade_id: 68, trade_identifier: TDB_131268, ticker_symbol: MRNA, quantity: 300, price: 1824.57, trade_date: 2024-06-29
Invalid Ticker symbol :- trade_id: 70, trade_identifier: TDB_208370, ticker_symbol: BABA, quantity: 182, price: 2311.54, trade_date: 2024-12-06
Invalid Ticker symbol :- trade_id: 72, trade_identifier: TDB_187141, ticker_symbol: TEAM, quantity: 262, price: 1476.04, trade_date: 2024-05-21
Invalid Ticker symbol :- trade_id: 76, trade_identifier: TDB_214455, ticker_symbol: BABA, quantity: 33, price: 707.79, trade_date: 2024-03-08
Invalid Ticker symbol :- trade_id: 78, trade_identifier: TDB_217201, ticker_symbol: ROKU, quantity: 95, price: 1521.74, trade_date: 2024-04-25
Invalid Ticker symbol :- trade_id: 79, trade_identifier: TDB_231854, ticker_symbol: FVRR, quantity: 203, price: 895.87, trade_date: 2024-03-25
Invalid Ticker symbol :- trade_id: 82, trade_identifier: TDB_215504, ticker_symbol: NVCR, quantity: 499, price: 701.86, trade_date: 2024-05-17
Invalid Ticker symbol :- trade_id: 87, trade_identifier: TDB_124529, ticker_symbol: SQ, quantity: 389, price: 320.97, trade_date: 2024-05-08
Invalid Ticker symbol :- trade_id: 88, trade_identifier: TDB_227354, ticker_symbol: DOCU, quantity: 435, price: 1563.51, trade_date: 2024-03-15
Invalid Ticker symbol :- trade_id: 89, trade_identifier: TDB_197877, ticker_symbol: FSLY, quantity: 332, price: 1535.95, trade_date: 2024-10-11
Invalid Ticker symbol :- trade_id: 91, trade_identifier: TDB_170840, ticker_symbol: NVCR, quantity: 45, price: 555.97, trade_date: 2024-02-01
Invalid Ticker symbol :- trade_id: 93, trade_identifier: TDB_232613, ticker_symbol: COIN, quantity: 102, price: 192.15, trade_date: 2024-03-21
Invalid Ticker symbol :- trade_id: 96, trade_identifier: TDB_185704, ticker_symbol: SBUX, quantity: 214, price: 774.68, trade_date: 2024-09-11
Invalid Ticker symbol :- trade_id: 98, trade_identifier: TDB_145929, ticker_symbol: SQ, quantity: 3, price: 196.66, trade_date: 2024-01-08
Invalid Ticker symbol :- trade_id: 99, trade_identifier: TDB_129297, ticker_symbol: SQ, quantity: 77, price: 2320.18, trade_date: 2024-07-27
Invalid Ticker symbol :- trade_id: 100, trade_identifier: TDB_124251, ticker_symbol: NVCR, quantity: 330, price: 1792.02, trade_date: 2024-11-23
Invalid Ticker symbol :- trade_id: 103, trade_identifier: TDB_127479, ticker_symbol: TSM, quantity: 474, price: 2378.88, trade_date: 2024-03-18
Invalid Ticker symbol :- trade_id: 105, trade_identifier: TDB_179718, ticker_symbol: SNAP, quantity: 318, price: 958.87, trade_date: 2024-10-08
Invalid Ticker symbol :- trade_id: 107, trade_identifier: TDB_189344, ticker_symbol: NET, quantity: 465, price: 501.67, trade_date: 2024-09-26
Invalid Ticker symbol :- trade_id: 108, trade_identifier: TDB_136573, ticker_symbol: PLTR, quantity: 472, price: 455.53, trade_date: 2024-07-14
Invalid Ticker symbol :- trade_id: 109, trade_identifier: TDB_178728, ticker_symbol: MRNA, quantity: 64, price: 2573.81, trade_date: 2024-09-30
Invalid Ticker symbol :- trade_id: 110, trade_identifier: TDB_194090, ticker_symbol: UBER, quantity: 356, price: 1838.47, trade_date: 2024-05-10
Invalid Ticker symbol :- trade_id: 114, trade_identifier: TDB_196184, ticker_symbol: NET, quantity: 367, price: 2035.55, trade_date: 2024-01-16
Invalid Ticker symbol :- trade_id: 116, trade_identifier: TDB_222471, ticker_symbol: QCOM, quantity: 365, price: 2949.37, trade_date: 2024-06-21
Invalid Ticker symbol :- trade_id: 118, trade_identifier: TDB_207252, ticker_symbol: LYFT, quantity: 206, price: 1712.9, trade_date: 2024-10-12
Invalid Ticker symbol :- trade_id: 120, trade_identifier: TDB_231382, ticker_symbol: COIN, quantity: 195, price: 2993.66, trade_date: 2024-06-17
Invalid Ticker symbol :- trade_id: 121, trade_identifier: TDB_198809, ticker_symbol: FSLY, quantity: 458, price: 1110.36, trade_date: 2024-10-07
Invalid Ticker symbol :- trade_id: 123, trade_identifier: TDB_157768, ticker_symbol: AMD, quantity: 393, price: 2311.38, trade_date: 2024-06-14
Invalid Ticker symbol :- trade_id: 125, trade_identifier: TDB_209560, ticker_symbol: ABNB, quantity: 146, price: 1676.03, trade_date: 2024-05-02
Invalid Ticker symbol :- trade_id: 127, trade_identifier: TDB_213554, ticker_symbol: HOOD, quantity: 441, price: 2351.3, trade_date: 2024-12-04
Invalid Ticker symbol :- trade_id: 128, trade_identifier: TDB_143102, ticker_symbol: TWLO, quantity: 481, price: 1439.44, trade_date: 2024-07-13
Invalid Ticker symbol :- trade_id: 129, trade_identifier: TDB_155087, ticker_symbol: WBA, quantity: 489, price: 46.59, trade_date: 2024-08-08
Invalid Ticker symbol :- trade_id: 136, trade_identifier: TDB_172169, ticker_symbol: MRNA, quantity: 420, price: 1138.16, trade_date: 2024-08-12
Invalid Ticker symbol :- trade_id: 137, trade_identifier: TDB_197052, ticker_symbol: ZM, quantity: 428, price: 2337.92, trade_date: 2024-05-04
Invalid Ticker symbol :- trade_id: 138, trade_identifier: TDB_143883, ticker_symbol: SBUX, quantity: 448, price: 1443.52, trade_date: 2024-09-27
Invalid Ticker symbol :- trade_id: 139, trade_identifier: TDB_176604, ticker_symbol: HOOD, quantity: 108, price: 2386.3, trade_date: 2024-05-08
Invalid Ticker symbol :- trade_id: 147, trade_identifier: TDB_143119, ticker_symbol: TWLO, quantity: 68, price: 1512.94, trade_date: 2024-01-22
Invalid Ticker symbol :- trade_id: 151, trade_identifier: TDB_157408, ticker_symbol: ETSY, quantity: 374, price: 2858.28, trade_date: 2024-01-14
Invalid Ticker symbol :- trade_id: 154, trade_identifier: TDB_217394, ticker_symbol: PLTR, quantity: 11, price: 364.19, trade_date: 2024-12-07
Invalid Ticker symbol :- trade_id: 155, trade_identifier: TDB_206865, ticker_symbol: SNAP, quantity: 218, price: 1768.04, trade_date: 2024-01-01
Invalid Ticker symbol :- trade_id: 156, trade_identifier: TDB_197356, ticker_symbol: TWTR, quantity: 129, price: 1468.02, trade_date: 2024-02-05
Invalid Ticker symbol :- trade_id: 157, trade_identifier: TDB_170975, ticker_symbol: PLTR, quantity: 430, price: 629.22, trade_date: 2024-09-25
Invalid Ticker symbol :- trade_id: 159, trade_identifier: TDB_145937, ticker_symbol: ABNB, quantity: 327, price: 2682.95, trade_date: 2024-04-05
Invalid Ticker symbol :- trade_id: 162, trade_identifier: TDB_178898, ticker_symbol: NET, quantity: 476, price: 145.82, trade_date: 2024-05-01
Invalid Ticker symbol :- trade_id: 163, trade_identifier: TDB_229597, ticker_symbol: ROKU, quantity: 18, price: 1861.26, trade_date: 2024-05-08
Invalid Ticker symbol :- trade_id: 164, trade_identifier: TDB_175908, ticker_symbol: ABNB, quantity: 248, price: 2421.75, trade_date: 2024-01-27
Invalid Ticker symbol :- trade_id: 167, trade_identifier: TDB_134796, ticker_symbol: FVRR, quantity: 483, price: 1228.86, trade_date: 2024-02-01
Invalid Ticker symbol :- trade_id: 168, trade_identifier: TDB_154884, ticker_symbol: SNAP, quantity: 483, price: 1313.06, trade_date: 2024-05-25
Invalid Ticker symbol :- trade_id: 169, trade_identifier: TDB_187058, ticker_symbol: HOOD, quantity: 90, price: 2391.72, trade_date: 2024-02-06
Invalid Ticker symbol :- trade_id: 170, trade_identifier: TDB_126330, ticker_symbol: ZM, quantity: 57, price: 1719.51, trade_date: 2024-02-09
Invalid Ticker symbol :- trade_id: 171, trade_identifier: TDB_125817, ticker_symbol: COIN, quantity: 486, price: 854.75, trade_date: 2024-12-29
Invalid Ticker symbol :- trade_id: 173, trade_identifier: TDB_235589, ticker_symbol: WBA, quantity: 114, price: 2995.35, trade_date: 2024-12-19
Invalid Ticker symbol :- trade_id: 175, trade_identifier: TDB_173069, ticker_symbol: AMD, quantity: 468, price: 2652.01, trade_date: 2024-05-13
Invalid Ticker symbol :- trade_id: 177, trade_identifier: TDB_141199, ticker_symbol: TWLO, quantity: 52, price: 1709.02, trade_date: 2024-10-07
Invalid Ticker symbol :- trade_id: 178, trade_identifier: TDB_224271, ticker_symbol: WBA, quantity: 162, price: 1811.52, trade_date: 2024-11-17
Invalid Ticker symbol :- trade_id: 180, trade_identifier: TDB_233971, ticker_symbol: QCOM, quantity: 84, price: 1317.05, trade_date: 2024-04-28
Invalid Ticker symbol :- trade_id: 181, trade_identifier: TDB_140003, ticker_symbol: NET, quantity: 329, price: 1148.1, trade_date: 2024-12-13
Invalid Ticker symbol :- trade_id: 186, trade_identifier: TDB_234291, ticker_symbol: COIN, quantity: 453, price: 1094.39, trade_date: 2024-12-16
Invalid Ticker symbol :- trade_id: 188, trade_identifier: TDB_129609, ticker_symbol: SNAP, quantity: 209, price: 585.82, trade_date: 2024-03-04
Invalid Ticker symbol :- trade_id: 190, trade_identifier: TDB_233057, ticker_symbol: TWLO, quantity: 200, price: 2846.56, trade_date: 2024-11-19
Invalid Ticker symbol :- trade_id: 191, trade_identifier: TDB_221918, ticker_symbol: TSM, quantity: 301, price: 2818.48, trade_date: 2024-11-03
Invalid Ticker symbol :- trade_id: 193, trade_identifier: TDB_215967, ticker_symbol: DOCU, quantity: 91, price: 555.03, trade_date: 2024-04-01
Invalid Ticker symbol :- trade_id: 195, trade_identifier: TDB_229441, ticker_symbol: TEAM, quantity: 278, price: 1221.55, trade_date: 2024-12-23
Invalid Ticker symbol :- trade_id: 197, trade_identifier: TDB_145748, ticker_symbol: Z, quantity: 314, price: 1146.87, trade_date: 2024-01-08
Invalid Ticker symbol :- trade_id: 201, trade_identifier: TDB_156614, ticker_symbol: CMCSA, quantity: 267, price: 2220.51, trade_date: 2024-04-25
Invalid Ticker symbol :- trade_id: 204, trade_identifier: TDB_214305, ticker_symbol: ETSY, quantity: 374, price: 2497.33, trade_date: 2024-12-03
Invalid Ticker symbol :- trade_id: 205, trade_identifier: TDB_142133, ticker_symbol: PLTR, quantity: 443, price: 154.18, trade_date: 2024-06-28
Invalid Ticker symbol :- trade_id: 206, trade_identifier: TDB_203468, ticker_symbol: QCOM, quantity: 130, price: 2906.77, trade_date: 2024-05-12
Invalid Ticker symbol :- trade_id: 208, trade_identifier: TDB_163931, ticker_symbol: MRNA, quantity: 202, price: 228.06, trade_date: 2024-08-27
Invalid Ticker symbol :- trade_id: 209, trade_identifier: TDB_204217, ticker_symbol: WBA, quantity: 268, price: 757.5, trade_date: 2024-01-13
Invalid Ticker symbol :- trade_id: 211, trade_identifier: TDB_139457, ticker_symbol: TWLO, quantity: 356, price: 1564.84, trade_date: 2024-03-05
Invalid Ticker symbol :- trade_id: 215, trade_identifier: TDB_129107, ticker_symbol: BIDU, quantity: 62, price: 626.66, trade_date: 2024-12-14
Invalid Ticker symbol :- trade_id: 216, trade_identifier: TDB_146162, ticker_symbol: MRNA, quantity: 482, price: 201.23, trade_date: 2024-02-12
Invalid Ticker symbol :- trade_id: 217, trade_identifier: TDB_177141, ticker_symbol: FSLY, quantity: 8, price: 2119.12, trade_date: 2024-08-04
Invalid Ticker symbol :- trade_id: 218, trade_identifier: TDB_200230, ticker_symbol: LYFT, quantity: 145, price: 77.9, trade_date: 2024-01-06
Invalid Ticker symbol :- trade_id: 220, trade_identifier: TDB_123713, ticker_symbol: SQ, quantity: 18, price: 535.94, trade_date: 2024-10-12
Invalid Ticker symbol :- trade_id: 223, trade_identifier: TDB_137018, ticker_symbol: NKE, quantity: 65, price: 1617.59, trade_date: 2024-03-08
Invalid Ticker symbol :- trade_id: 225, trade_identifier: TDB_224111, ticker_symbol: TWTR, quantity: 434, price: 1647.57, trade_date: 2024-01-20
Invalid Ticker symbol :- trade_id: 226, trade_identifier: TDB_188515, ticker_symbol: DOCU, quantity: 37, price: 991.4, trade_date: 2024-07-16
Invalid Ticker symbol :- trade_id: 227, trade_identifier: TDB_177433, ticker_symbol: RBLX, quantity: 133, price: 1791.3, trade_date: 2024-05-13
Invalid Ticker symbol :- trade_id: 228, trade_identifier: TDB_179548, ticker_symbol: HOOD, quantity: 294, price: 964.47, trade_date: 2024-12-17
Invalid Ticker symbol :- trade_id: 230, trade_identifier: TDB_148251, ticker_symbol: HOOD, quantity: 81, price: 2798.56, trade_date: 2024-05-07
Invalid Ticker symbol :- trade_id: 235, trade_identifier: TDB_214326, ticker_symbol: NET, quantity: 416, price: 256.37, trade_date: 2024-08-22
Invalid Ticker symbol :- trade_id: 236, trade_identifier: TDB_150054, ticker_symbol: BABA, quantity: 365, price: 1181.79, trade_date: 2024-09-04
Invalid Ticker symbol :- trade_id: 237, trade_identifier: TDB_217760, ticker_symbol: SQ, quantity: 487, price: 2563.57, trade_date: 2024-08-21
Invalid Ticker symbol :- trade_id: 238, trade_identifier: TDB_233946, ticker_symbol: NKE, quantity: 9, price: 137.0, trade_date: 2024-02-26
Invalid Ticker symbol :- trade_id: 239, trade_identifier: TDB_194388, ticker_symbol: SHOP, quantity: 124, price: 412.23, trade_date: 2024-05-11
Invalid Ticker symbol :- trade_id: 241, trade_identifier: TDB_157882, ticker_symbol: BIDU, quantity: 269, price: 2203.67, trade_date: 2024-04-14
Invalid Ticker symbol :- trade_id: 242, trade_identifier: TDB_135736, ticker_symbol: UBER, quantity: 184, price: 339.33, trade_date: 2024-02-09
Invalid Ticker symbol :- trade_id: 243, trade_identifier: TDB_156300, ticker_symbol: PLTR, quantity: 414, price: 592.0, trade_date: 2024-04-27
Invalid Ticker symbol :- trade_id: 245, trade_identifier: TDB_181550, ticker_symbol: LYFT, quantity: 193, price: 1492.17, trade_date: 2024-02-23
Invalid Ticker symbol :- trade_id: 249, trade_identifier: TDB_128558, ticker_symbol: SBUX, quantity: 495, price: 2722.5, trade_date: 2024-09-28
Invalid Ticker symbol :- trade_id: 250, trade_identifier: TDB_181531, ticker_symbol: TWTR, quantity: 261, price: 1070.21, trade_date: 2024-11-12
Invalid Ticker symbol :- trade_id: 251, trade_identifier: TDB_132531, ticker_symbol: NET, quantity: 13, price: 1652.52, trade_date: 2024-08-24
Invalid Ticker symbol :- trade_id: 252, trade_identifier: TDB_170521, ticker_symbol: BIDU, quantity: 471, price: 459.83, trade_date: 2024-09-27
Invalid Ticker symbol :- trade_id: 253, trade_identifier: TDB_126740, ticker_symbol: NVCR, quantity: 329, price: 1023.44, trade_date: 2024-04-21
Invalid Ticker symbol :- trade_id: 254, trade_identifier: TDB_202542, ticker_symbol: FVRR, quantity: 172, price: 2870.19, trade_date: 2024-09-05
Invalid Ticker symbol :- trade_id: 255, trade_identifier: TDB_137842, ticker_symbol: UBER, quantity: 431, price: 2738.66, trade_date: 2024-05-15
Invalid Ticker symbol :- trade_id: 258, trade_identifier: TDB_167034, ticker_symbol: SNAP, quantity: 177, price: 965.37, trade_date: 2024-03-06
Invalid Ticker symbol :- trade_id: 259, trade_identifier: TDB_146484, ticker_symbol: SHOP, quantity: 84, price: 2745.52, trade_date: 2024-01-09
Invalid Ticker symbol :- trade_id: 260, trade_identifier: TDB_155694, ticker_symbol: QCOM, quantity: 46, price: 2566.32, trade_date: 2024-10-24
Invalid Ticker symbol :- trade_id: 261, trade_identifier: TDB_212559, ticker_symbol: FSLY, quantity: 87, price: 1169.91, trade_date: 2024-08-31
Invalid Ticker symbol :- trade_id: 262, trade_identifier: TDB_196266, ticker_symbol: ROKU, quantity: 311, price: 2866.63, trade_date: 2024-12-30
Invalid Ticker symbol :- trade_id: 263, trade_identifier: TDB_195190, ticker_symbol: ABNB, quantity: 458, price: 1314.04, trade_date: 2024-11-27
Invalid Ticker symbol :- trade_id: 264, trade_identifier: TDB_179496, ticker_symbol: UBER, quantity: 357, price: 551.14, trade_date: 2024-03-06
Invalid Ticker symbol :- trade_id: 266, trade_identifier: TDB_225180, ticker_symbol: AMD, quantity: 292, price: 1208.11, trade_date: 2024-11-30
Invalid Ticker symbol :- trade_id: 268, trade_identifier: TDB_223199, ticker_symbol: Z, quantity: 138, price: 2436.74, trade_date: 2024-03-28
Invalid Ticker symbol :- trade_id: 273, trade_identifier: TDB_131322, ticker_symbol: TEAM, quantity: 274, price: 367.2, trade_date: 2024-04-07
Invalid Ticker symbol :- trade_id: 274, trade_identifier: TDB_163482, ticker_symbol: TEAM, quantity: 196, price: 2436.85, trade_date: 2024-03-28
Invalid Ticker symbol :- trade_id: 275, trade_identifier: TDB_155601, ticker_symbol: RBLX, quantity: 130, price: 364.19, trade_date: 2024-07-27
Invalid Ticker symbol :- trade_id: 276, trade_identifier: TDB_216932, ticker_symbol: TWLO, quantity: 395, price: 633.44, trade_date: 2024-03-04
Invalid Ticker symbol :- trade_id: 278, trade_identifier: TDB_171339, ticker_symbol: HOOD, quantity: 55, price: 58.52, trade_date: 2024-08-19
Invalid Ticker symbol :- trade_id: 280, trade_identifier: TDB_184975, ticker_symbol: SBUX, quantity: 143, price: 1705.9, trade_date: 2024-04-19
Invalid Ticker symbol :- trade_id: 281, trade_identifier: TDB_156050, ticker_symbol: WBA, quantity: 317, price: 1949.19, trade_date: 2024-04-02
Invalid Ticker symbol :- trade_id: 282, trade_identifier: TDB_125914, ticker_symbol: WBA, quantity: 103, price: 1475.4, trade_date: 2024-04-11
Invalid Ticker symbol :- trade_id: 283, trade_identifier: TDB_160684, ticker_symbol: BA, quantity: 74, price: 2173.39, trade_date: 2024-06-06
Invalid Ticker symbol :- trade_id: 285, trade_identifier: TDB_213395, ticker_symbol: TEAM, quantity: 172, price: 540.83, trade_date: 2024-02-01
Invalid Ticker symbol :- trade_id: 287, trade_identifier: TDB_141144, ticker_symbol: TEAM, quantity: 203, price: 1430.92, trade_date: 2024-05-02
Invalid Ticker symbol :- trade_id: 289, trade_identifier: TDB_202345, ticker_symbol: FVRR, quantity: 138, price: 2849.64, trade_date: 2024-12-03
Invalid Ticker symbol :- trade_id: 290, trade_identifier: TDB_190914, ticker_symbol: AMD, quantity: 404, price: 1510.36, trade_date: 2024-06-02
Invalid Ticker symbol :- trade_id: 291, trade_identifier: TDB_192031, ticker_symbol: LYFT, quantity: 487, price: 2864.71, trade_date: 2024-12-24
Invalid Ticker symbol :- trade_id: 293, trade_identifier: TDB_213367, ticker_symbol: NVCR, quantity: 484, price: 690.11, trade_date: 2024-12-04
Invalid Ticker symbol :- trade_id: 295, trade_identifier: TDB_137128, ticker_symbol: RBLX, quantity: 206, price: 237.35, trade_date: 2024-06-27
Invalid Ticker symbol :- trade_id: 297, trade_identifier: TDB_222690, ticker_symbol: PLTR, quantity: 437, price: 1448.77, trade_date: 2024-10-23
Invalid Ticker symbol :- trade_id: 298, trade_identifier: TDB_130126, ticker_symbol: BA, quantity: 5, price: 503.74, trade_date: 2024-09-18
Invalid Ticker symbol :- trade_id: 299, trade_identifier: TDB_188982, ticker_symbol: BA, quantity: 342, price: 653.87, trade_date: 2024-08-08
Invalid Ticker symbol :- trade_id: 301, trade_identifier: TDB_232492, ticker_symbol: WBA, quantity: 495, price: 68.94, trade_date: 2024-10-06
Invalid Ticker symbol :- trade_id: 302, trade_identifier: TDB_214046, ticker_symbol: ETSY, quantity: 100, price: 285.19, trade_date: 2024-10-13
Invalid Ticker symbol :- trade_id: 305, trade_identifier: TDB_162606, ticker_symbol: AMD, quantity: 431, price: 1081.63, trade_date: 2024-11-03
Invalid Ticker symbol :- trade_id: 308, trade_identifier: TDB_221359, ticker_symbol: SHOP, quantity: 425, price: 276.42, trade_date: 2024-03-09
Invalid Ticker symbol :- trade_id: 312, trade_identifier: TDB_135288, ticker_symbol: NKE, quantity: 182, price: 1548.46, trade_date: 2024-01-15
Invalid Ticker symbol :- trade_id: 313, trade_identifier: TDB_182458, ticker_symbol: FSLY, quantity: 405, price: 1002.36, trade_date: 2024-11-23
Invalid Ticker symbol :- trade_id: 314, trade_identifier: TDB_134212, ticker_symbol: UBER, quantity: 181, price: 2884.22, trade_date: 2024-08-17
Invalid Ticker symbol :- trade_id: 315, trade_identifier: TDB_160679, ticker_symbol: WBA, quantity: 263, price: 184.41, trade_date: 2024-12-19
Invalid Ticker symbol :- trade_id: 319, trade_identifier: TDB_194928, ticker_symbol: SBUX, quantity: 347, price: 2307.54, trade_date: 2024-09-07
Invalid Ticker symbol :- trade_id: 321, trade_identifier: TDB_224251, ticker_symbol: COIN, quantity: 335, price: 1690.42, trade_date: 2024-03-05
Invalid Ticker symbol :- trade_id: 322, trade_identifier: TDB_142699, ticker_symbol: FSLY, quantity: 204, price: 1664.9, trade_date: 2024-09-16
Invalid Ticker symbol :- trade_id: 323, trade_identifier: TDB_142172, ticker_symbol: TWTR, quantity: 246, price: 1900.56, trade_date: 2024-08-06
Invalid Ticker symbol :- trade_id: 325, trade_identifier: TDB_151747, ticker_symbol: COIN, quantity: 451, price: 1558.39, trade_date: 2024-10-30
Invalid Ticker symbol :- trade_id: 329, trade_identifier: TDB_158922, ticker_symbol: SQ, quantity: 131, price: 1782.19, trade_date: 2024-07-13
Invalid Ticker symbol :- trade_id: 330, trade_identifier: TDB_164617, ticker_symbol: TEAM, quantity: 134, price: 1931.45, trade_date: 2024-12-14
Invalid Ticker symbol :- trade_id: 333, trade_identifier: TDB_189212, ticker_symbol: CMCSA, quantity: 299, price: 1280.81, trade_date: 2024-11-06
Invalid Ticker symbol :- trade_id: 334, trade_identifier: TDB_221189, ticker_symbol: BA, quantity: 339, price: 545.69, trade_date: 2024-08-21
Invalid Ticker symbol :- trade_id: 337, trade_identifier: TDB_161198, ticker_symbol: TSM, quantity: 453, price: 2980.46, trade_date: 2024-01-21
Invalid Ticker symbol :- trade_id: 338, trade_identifier: TDB_231183, ticker_symbol: BABA, quantity: 48, price: 1160.27, trade_date: 2024-11-07
Invalid Ticker symbol :- trade_id: 339, trade_identifier: TDB_201869, ticker_symbol: ROKU, quantity: 318, price: 1851.53, trade_date: 2024-02-14
