[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-26T21:13:30.256317
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:14:39.217961
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-26T21:16:04.299344
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-26T21:16:04.302974
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:16:04.351649
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:16:04.351795
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:16:04.374321
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:16:04.374516
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-26T21:17:04.327860
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-26T21:17:04.330044
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:17:04.375633
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:17:04.375811
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:17:04.399896
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:17:04.400079
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-26T21:18:01.755132
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-26T21:18:01.758776
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:18:01.807869
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:18:01.808031
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:18:01.828891
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 11 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:18:01.829051
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-26T21:22:41.166715
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-26T21:22:41.170247
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:22:41.218277
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:22:41.218444
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-26T21:25:13.640254
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 3 [ERROR LINE]: TradePOJO{trade_id='2', trade_identifier='TDB_195199', ticker_symbol='INVALID_TICKER', quantity=350, price=2735.94, date=2024-01-06} [TIME]: 2024-09-26T21:25:13.642342
[ERROR]: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:25:13.694680
[ERROR]: jdbc.trades.exceptions.HitErrorsThresholdException: Ticker Symbol doesn't Exist [ERROR-LINE#]: 10 [ERROR LINE]: TradePOJO{trade_id='1', trade_identifier='TDB_219848', ticker_symbol='INVALID_TICKER', quantity=330, price=178.82, date=2024-08-13} [TIME]: 2024-09-26T21:25:13.694858
